account_id,customer_id,avg_balance,account_open_days
A1910,C167,27207.77,1835
A1911,C2721,14913.67,1044
A1912,C555,38381.29,1805
A1913,C1313,216874.35,704
A1914,C1370,11990.29,994
A1915,C1737,128965.55,1935
A1916,C2631,18465.11,1940
A1917,C2085,18012.29,1595
A1918,C1772,113038.28,1738
A1919,C1282,3108.68,1162
A1920,C2494,244234.93,1729
A1921,C949,32595.0,609
A1922,C60,4254.34,170
A1923,C1650,28011.31,505
A1924,C2287,11132.67,1983
A1925,C2443,3473.38,375
A1926,C45,39249.36,1686
A1927,C2857,12488.9,621
A1928,C1555,6227.41,183
A1929,C1028,167252.13,1308
A1930,C407,15126.16,272
A1931,C1505,27187.23,610
A1932,C2162,85470.29,564
A1933,C1612,19834.93,39
A1934,C1493,15233.61,726
A1935,C2063,10826.55,1134
A1936,C936,89439.59,1616
A1937,C2352,31324.92,728
A1938,C808,53366.76,516
A1939,C873,6351.42,1173
A1940,C1143,15374.23,56
A1941,C2245,81182.11,376
A1942,C1529,42977.15,755
A1943,C1250,24695.71,509
A1944,C2797,17376.07,161
A1945,C467,16091.52,550
A1946,C2581,61288.89,819
A1947,C1315,7073.68,1279
A1948,C300,15644.7,320
A1949,C2240,21373.21,1886
A1950,C457,39327.75,98
A1951,C1596,67156.89,1316
A1952,C1031,49870.66,991
A1953,C1402,111394.67,1500
A1954,C1018,22359.93,681
A1955,C69,6594.91,1675
A1956,C1893,92903.48,1397
A1957,C2506,13385.94,1672
A1958,C2773,23654.56,144
A1959,C1535,15040.5,1975
A1960,C247,79020.23,1636
A1961,C929,22119.84,536
A1962,C127,15644.77,1398
A1963,C2458,27123.63,1075
A1964,C720,94152.62,1453
A1965,C1135,8738.56,497
A1966,C633,279908.18,1533
A1967,C2391,41518.96,1142
A1968,C770,6309.59,1473
A1969,C77,5759.22,1531
A1970,C2847,52099.65,1608
A1971,C2682,8211.88,1744
A1972,C2279,45100.29,48
A1973,C1051,11652.38,956
A1974,C535,18142.62,1470
A1975,C2137,12117.7,1794
A1976,C1882,33358.09,1029
A1977,C769,110271.91,466
A1978,C2518,84233.73,1074
A1979,C785,122006.81,1605
A1980,C1331,18188.11,1554
A1981,C1013,5622.29,881
A1982,C590,9890.69,1896
A1983,C643,33684.52,1260
A1984,C712,9555.85,804
A1985,C101,49877.21,492
A1986,C2494,68933.52,1651
A1987,C1131,120561.47,619
A1988,C229,29901.04,1362
A1989,C44,35128.62,1079
A1990,C1746,10162.26,1489
A1991,C357,9234.15,1137
A1992,C2336,39257.55,619
A1993,C2150,15342.39,43
A1994,C2996,10463.43,539
A1995,C1935,32014.96,579
A1996,C2460,2174.24,1225
A1997,C1022,24434.83,935
A1998,C1330,64379.89,1364
A1999,C233,11202.49,1462
A2000,C785,7945.07,1396
A2001,C2537,60501.79,760
A2002,C2009,28394.47,1522
A2003,C2003,54287.83,1744
A2004,C1086,10749.98,1223
A2005,C44,57246.66,35
A2006,C519,8902.35,1594
A2007,C612,26966.1,1334
A2008,C1420,43001.91,863
A2009,C2180,33906.36,36
A2010,C730,750701.2,752
A2011,C610,27197.77,587
A2012,C2160,36669.44,392
A2013,C748,74773.8,1480
A2014,C2078,4455.56,1451
A2015,C330,57596.92,903
A2016,C1812,16958.22,285
A2017,C1192,24749.7,1753
A2018,C415,33263.43,1422
A2019,C2030,6517.98,1960
A2020,C1035,43345.54,635
A2021,C2422,23596.27,1105
A2022,C2235,29400.37,797
A2023,C1914,82062.42,1845
A2024,C2752,14722.85,1873
A2025,C432,34820.46,250
A2026,C977,71248.4,543
A2027,C2591,20560.59,1232
A2028,C1319,77753.56,109
A2029,C698,8885.96,138
A2030,C1496,74586.78,182
A2031,C2932,20619.27,326
A2032,C959,35609.89,605
A2033,C2544,7548.26,739
A2034,C97,27060.24,859
A2035,C143,39903.54,218
A2036,C2397,7470.03,936
A2037,C2046,828.53,1215
A2038,C520,8396.52,447
A2039,C30,4604.14,1400
A2040,C2022,4469.25,400
A2041,C885,4874.96,519
A2042,C498,9466.19,36
A2043,C1810,4312.81,361
A2044,C296,115664.69,1596
A2045,C2469,10908.54,646
A2046,C2481,18883.23,762
A2047,C1031,6824.71,176
A2048,C34,16838.9,1377
A2049,C2267,69972.0,511
A2050,C1188,32035.12,1305
A2051,C877,60816.25,577
A2052,C1176,21625.69,918
A2053,C2703,27923.68,1266
A2054,C2316,9857.26,1390
A2055,C548,17420.55,855
A2056,C1358,16249.27,982
A2057,C579,44100.65,1647
A2058,C2825,17142.94,918
A2059,C415,13400.0,1355
A2060,C2582,22782.46,281
A2061,C2237,30005.25,721
A2062,C168,8065.69,868
A2063,C2978,12132.49,910
A2064,C520,205766.63,1990
A2065,C1258,56989.41,108
A2066,C1491,5811.95,1989
A2067,C1993,28226.5,1391
A2068,C1395,13948.91,1044
A2069,C2513,4481.63,791
A2070,C488,13625.76,365
A2071,C2960,6519.89,1500
A2072,C2704,63036.66,508
A2073,C537,45001.72,1327
A2074,C1838,50465.99,276
A2075,C2499,14922.52,900
A2076,C2833,4404.53,1435
A2077,C121,8261.95,374
A2078,C1785,47376.28,570
A2079,C1510,25418.08,859
A2080,C1396,15374.03,1475
A2081,C2334,12983.63,1711
A2082,C1245,22050.41,1583
A2083,C2159,9080.26,1938
A2084,C870,13934.01,466
A2085,C712,121255.95,1163
A2086,C2563,206365.97,1068
A2087,C1771,34406.76,1582
A2088,C1622,3650.65,1747
A2089,C301,145823.95,1243
A2090,C2251,16839.21,1599
A2091,C416,3463.37,642
A2092,C1424,11837.58,276
A2093,C955,53723.74,1673
A2094,C1321,8414.03,562
A2095,C11,17492.62,1062
A2096,C1783,24642.51,51
A2097,C2863,2418.25,1191
A2098,C1648,93440.15,565
A2099,C2452,18440.13,1403
A2100,C1822,16750.24,795
A2101,C936,60007.22,974
A2102,C920,2144.38,1792
A2103,C2705,38815.36,906
A2104,C1769,22114.15,1878
A2105,C1624,19822.08,1984
A2106,C2465,13824.98,1865
A2107,C227,49951.45,1239
A2108,C912,2446.8,1207
A2109,C1188,24428.77,88
A2110,C835,35252.9,1917
A2111,C1099,69012.72,201
A2112,C539,187475.4,321
A2113,C2005,4773.28,502
A2114,C2396,6490.08,1678
A2115,C2677,36726.83,961
A2116,C1486,55846.28,981
A2117,C1732,32336.41,1302
A2118,C1557,52337.57,1094
A2119,C1701,10630.77,1472
A2120,C1651,51969.81,477
A2121,C286,12897.2,1819
A2122,C1205,10627.67,1208
A2123,C45,25997.25,1612
A2124,C2596,4000.81,750
A2125,C968,85071.11,1611
A2126,C307,54412.94,1612
A2127,C60,68209.33,1828
A2128,C796,2249.9,646
A2129,C1135,15377.53,860
A2130,C1561,57921.26,1089
A2131,C879,7818.86,497
A2132,C2212,76168.21,678
A2133,C1395,59951.73,852
A2134,C2334,244627.42,1128
A2135,C518,8076.17,1444
A2136,C1531,24949.6,1127
A2137,C1012,7587.84,1238
A2138,C2070,16303.58,156
A2139,C137,13989.08,1719
A2140,C2011,1891.84,1431
A2141,C97,207453.44,1949
A2142,C2596,5748.35,1708
A2143,C2091,16462.11,409
A2144,C1590,47957.26,1438
A2145,C808,10303.29,1425
A2146,C1601,36695.44,1078
A2147,C521,13084.55,945
A2148,C2940,17253.6,1019
A2149,C1016,32589.23,479
A2150,C609,146497.61,579
A2151,C2722,17377.53,687
A2152,C432,13048.92,275
A2153,C588,22747.03,1442
A2154,C1587,67495.31,1002
A2155,C1198,21279.16,225
A2156,C798,134974.03,165
A2157,C902,10053.49,625
A2158,C649,18818.36,932
A2159,C562,5935.03,630
A2160,C1956,8935.68,205
A2161,C2429,32977.98,1258
A2162,C728,35078.99,255
A2163,C789,64447.67,214
A2164,C6,64810.42,1075
A2165,C1118,17561.2,795
A2166,C2524,94490.14,1748
A2167,C2363,59204.09,1014
A2168,C1914,26674.26,645
A2169,C2178,6047.11,979
A2170,C2351,22320.12,1354
A2171,C382,29341.97,279
A2172,C2619,12474.23,978
A2173,C2193,48378.54,1187
A2174,C1100,14999.08,1330
A2175,C2991,23391.38,793
A2176,C2422,42116.45,1271
A2177,C775,26538.22,123
A2178,C1305,7674.87,948
A2179,C323,14501.29,1419
A2180,C1480,15106.13,1939
A2181,C450,8883.58,92
A2182,C1579,23276.23,265
A2183,C573,18698.51,1729
A2184,C1561,8238.59,1668
A2185,C2595,117533.87,1115
A2186,C1804,24827.78,370
A2187,C1709,23197.79,675
A2188,C1145,13388.9,1729
A2189,C197,46210.17,683
A2190,C1676,14537.9,79
A2191,C176,18417.02,1263
A2192,C2970,16250.87,1915
A2193,C2306,103182.95,1396
A2194,C1689,19016.19,1058
A2195,C2757,21625.62,997
A2196,C1944,16288.72,1243
A2197,C2231,46473.56,1583
A2198,C2577,29721.15,1603
A2199,C450,11187.93,1778
A2200,C258,12593.95,1776
A2201,C1899,43463.04,205
A2202,C1423,9051.51,451
A2203,C2588,9955.14,972
A2204,C800,4437.44,1032
A2205,C2660,14626.25,603
A2206,C1085,12228.34,222
A2207,C2152,213660.76,1015
A2208,C249,5697.65,1674
A2209,C1681,8412.54,350
A2210,C1991,13495.14,1195
A2211,C148,35979.56,1669
A2212,C2675,145563.49,1278
A2213,C2881,52187.73,1570
A2214,C2025,45013.6,1398
A2215,C2852,169894.37,1580
A2216,C355,43492.8,1732
A2217,C1653,56596.66,235
A2218,C821,35435.63,488
A2219,C1130,10114.95,1143
A2220,C465,3268.83,1748
A2221,C1147,24808.45,690
A2222,C707,8484.98,1678
A2223,C797,5855.52,298
A2224,C2481,78607.23,983
A2225,C2135,19454.46,64
A2226,C2895,16677.7,424
A2227,C1121,111339.15,873
A2228,C539,38250.94,1238
A2229,C396,15979.87,499
A2230,C1209,10154.74,1559
A2231,C1031,14915.54,1809
A2232,C65,10085.03,1520
A2233,C1878,38486.82,527
A2234,C946,32232.26,778
A2235,C2360,28845.92,1436
A2236,C2069,62940.33,1850
A2237,C1222,25477.35,82
A2238,C2843,43001.67,1185
A2239,C1380,15532.3,1885
A2240,C1915,121328.73,1677
A2241,C1771,26257.26,1162
A2242,C842,24713.04,1417
A2243,C741,238232.71,353
A2244,C2095,16186.75,585
A2245,C1822,130686.47,575
A2246,C1423,28456.59,1354
A2247,C761,156421.32,1147
A2248,C1503,36268.02,1673
A2249,C1978,7008.35,1420
A2250,C2858,24120.43,647
A2251,C2435,6899.07,717
A2252,C935,43438.73,1004
A2253,C1012,53749.1,699
A2254,C310,24505.33,482
A2255,C2742,14460.01,1124
A2256,C543,15165.06,1792
A2257,C2944,11889.46,914
A2258,C823,12602.36,1442
A2259,C1850,10509.96,1197
A2260,C196,5907.3,119
A2261,C192,83247.35,1860
A2262,C2003,23148.47,136
A2263,C1354,63425.38,1021
A2264,C2550,67398.98,87
A2265,C1230,47933.25,79
A2266,C1128,8990.62,1648
A2267,C1566,11166.58,1241
A2268,C862,36843.7,969
A2269,C612,39369.62,67
A2270,C906,11087.77,1137
A2271,C2631,7520.69,981
A2272,C2191,65887.65,1008
A2273,C386,109797.46,709
A2274,C318,29534.62,950
A2275,C1616,5059.92,896
A2276,C208,10089.58,1612
A2277,C2426,200656.32,75
A2278,C2610,19714.58,1085
A2279,C649,42094.52,837
A2280,C595,78890.54,1153
A2281,C881,14256.51,1233
A2282,C2345,8810.28,1040
A2283,C2056,37019.08,477
A2284,C866,3352.53,1719
A2285,C1281,8983.69,1075
A2286,C2992,67387.06,368
A2287,C1925,50963.9,1627
A2288,C1368,7453.09,455
A2289,C1030,31340.55,829
A2290,C211,7708.08,78
A2291,C2789,3207.93,1427
A2292,C1031,11258.05,1027
A2293,C2812,13494.16,1445
A2294,C1642,10068.22,766
A2295,C636,16355.31,386
A2296,C2845,92782.89,1353
A2297,C1765,32824.72,1411
A2298,C1606,36584.89,502
A2299,C2042,12202.27,467
A2300,C2415,10209.04,458
A2301,C309,6873.77,592
A2302,C2258,7644.42,1287
A2303,C1198,16711.14,836
A2304,C2938,4158.84,325
A2305,C2779,56382.34,233
A2306,C2606,16618.49,1687
A2307,C1958,51085.28,512
A2308,C2299,31928.69,1875
A2309,C1690,9738.06,595
A2310,C2685,13545.75,1574
A2311,C2461,105987.26,1128
A2312,C2621,11542.11,1259
A2313,C963,32022.28,84
A2314,C2704,77645.93,1599
A2315,C2263,12146.3,1862
A2316,C2694,54239.88,944
A2317,C717,9210.15,1884
A2318,C634,29682.18,1802
A2319,C1403,36552.53,355
A2320,C1732,20471.03,510
A2321,C2800,117975.11,1011
A2322,C909,17630.17,121
A2323,C632,82309.17,526
A2324,C1186,22349.87,1609
A2325,C2305,22398.25,1277
A2326,C1350,32922.52,1454
A2327,C764,21946.05,1586
A2328,C673,4452.51,882
A2329,C2080,25842.63,1301
A2330,C2096,133602.44,115
A2331,C1369,12069.91,490
A2332,C1899,14123.79,581
A2333,C974,4861.55,1934
A2334,C2750,12718.15,1433
A2335,C302,23134.65,504
A2336,C334,94347.28,645
A2337,C1903,16235.86,1795
A2338,C174,29493.97,1677
A2339,C1341,16188.7,800
A2340,C2838,10175.07,467
A2341,C1,25911.8,247
A2342,C2896,84354.92,1897
A2343,C351,23230.55,1347
A2344,C1880,17085.88,607
A2345,C826,7760.13,1470
A2346,C357,12329.4,618
A2347,C1311,25689.92,333
A2348,C2174,7205.2,280
A2349,C387,12621.73,1935
A2350,C777,61292.73,722
A2351,C1264,110670.77,1002
A2352,C547,54847.95,460
A2353,C1144,119790.5,767
A2354,C2142,17038.78,1231
A2355,C2374,159907.78,32
A2356,C417,72530.45,1860
A2357,C2433,10004.33,349
A2358,C1791,7427.64,1898
A2359,C1427,7905.22,1460
A2360,C2588,7186.89,498
A2361,C1570,8462.62,302
A2362,C1253,118192.69,1549
A2363,C473,1608.48,1262
A2364,C869,55176.07,668
A2365,C603,23948.16,32
A2366,C2014,102859.26,334
A2367,C1786,6430.24,159
A2368,C2979,6766.35,758
A2369,C1918,34083.46,164
A2370,C1650,5007.03,104
A2371,C1357,7331.5,1698
A2372,C262,53388.25,335
A2373,C410,60940.41,1348
A2374,C2161,42080.87,1068
A2375,C1287,26135.46,275
A2376,C2555,2744.92,1372
A2377,C2243,8379.89,1378
A2378,C1931,94331.74,1005
A2379,C2269,21007.5,1465
A2380,C1451,29885.49,363
A2381,C730,12932.67,1091
A2382,C515,17631.43,1232
A2383,C1478,20473.56,955
A2384,C1566,50474.41,1200
A2385,C533,13738.4,1167
A2386,C2015,16192.81,1549
A2387,C384,245132.89,1543
A2388,C2921,75897.64,123
A2389,C1155,122336.46,619
A2390,C354,90137.33,1498
A2391,C2171,23547.19,694
A2392,C1535,2679.65,1846
A2393,C1773,8823.01,104
A2394,C153,34845.03,1601
A2395,C920,4934.84,526
A2396,C2137,9528.39,1470
A2397,C2646,86797.97,1290
A2398,C838,71037.32,36
A2399,C2732,22930.26,306
A2400,C1916,183001.26,1154
A2401,C1621,26532.16,1985
A2402,C1749,7796.8,1069
A2403,C1766,6020.46,1797
A2404,C2329,6830.7,827
A2405,C1500,84242.97,514
A2406,C551,20140.73,338
A2407,C1651,8228.45,1196
A2408,C937,13388.79,511
A2409,C1227,28545.26,1902
A2410,C965,9748.38,1678
A2411,C652,1700.41,1699
A2412,C834,58796.6,616
A2413,C2241,5952.09,1361
A2414,C2652,43532.16,463
A2415,C1546,21168.12,957
A2416,C1481,29154.37,912
A2417,C2979,27920.67,367
A2418,C991,25071.62,1826
A2419,C1506,34971.58,723
A2420,C1342,16893.2,1714
A2421,C230,3511.09,671
A2422,C2653,6978.68,1275
A2423,C1503,4030.56,164
A2424,C848,16292.08,1429
A2425,C2509,22617.04,1526
A2426,C1857,8539.59,914
A2427,C2906,3693.35,388
A2428,C1947,14129.44,689
A2429,C1197,38510.14,1386
A2430,C1814,33738.24,1949
A2431,C2284,9921.95,1541
A2432,C102,13961.76,964
A2433,C2882,72769.61,1677
A2434,C2999,92452.59,111
A2435,C2701,20684.44,1057
A2436,C2398,60179.73,1343
A2437,C2661,62651.37,171
A2438,C1600,11284.32,687
A2439,C2100,38398.22,1815
A2440,C1704,40548.25,1238
A2441,C2397,33566.57,1246
A2442,C1304,94116.59,749
A2443,C1755,12913.65,529
A2444,C2181,50187.33,468
A2445,C1885,23949.39,1433
A2446,C897,73236.55,1370
A2447,C1807,51040.75,1418
A2448,C1909,34665.58,1400
A2449,C2431,14511.15,1271
A2450,C154,60552.27,1395
A2451,C2723,89112.01,1357
A2452,C1248,14013.02,1965
A2453,C604,33652.59,399
A2454,C313,18348.11,1749
A2455,C2908,25996.82,963
A2456,C2165,157326.2,558
A2457,C2718,34936.19,1017
A2458,C1325,145997.32,598
A2459,C660,7598.96,1468
A2460,C452,82122.97,1967
A2461,C1892,30556.0,643
A2462,C1508,86760.16,266
A2463,C821,64238.88,552
A2464,C1164,12794.1,453
A2465,C123,1263.78,569
A2466,C2453,54097.48,1364
A2467,C2624,51076.42,650
A2468,C303,23497.47,1987
A2469,C1248,27573.72,1369
A2470,C1430,10578.29,471
A2471,C1918,29849.4,1420
A2472,C2619,18256.61,1884
A2473,C1776,12150.48,1945
A2474,C1267,18696.59,1769
A2475,C2516,5280.68,1217
A2476,C2282,3170.8,1712
A2477,C97,21172.32,1377
A2478,C2759,20327.67,582
A2479,C448,167805.07,215
A2480,C549,74640.13,1077
A2481,C447,5401.35,1434
A2482,C1704,3885.73,1675
A2483,C1508,3750.51,1897
A2484,C2666,13665.65,1526
A2485,C1605,8089.44,333
A2486,C935,19850.71,1977
A2487,C1580,8029.06,527
A2488,C238,11994.13,783
A2489,C2308,56577.75,564
A2490,C1528,21633.84,1527
A2491,C2539,130556.68,1304
A2492,C394,36779.62,851
A2493,C1647,37044.11,1229
A2494,C831,3559.85,1847
A2495,C2544,4458.42,1751
A2496,C2873,21549.71,1579
A2497,C2608,44078.22,63
A2498,C1898,87980.8,1419
A2499,C106,45968.35,641
A2500,C2725,40147.99,155
A2501,C2065,11776.3,787
A2502,C1821,5961.02,1104
A2503,C2319,10309.37,1909
A2504,C1692,30388.3,223
A2505,C2557,27644.95,932
A2506,C1504,39450.36,1431
A2507,C814,47135.33,1531
A2508,C2705,572493.82,391
A2509,C1849,8248.84,1248
A2510,C2435,21268.71,679
A2511,C1576,29345.37,1757
A2512,C2905,21772.87,757
A2513,C1598,56419.46,1974
A2514,C48,16873.65,51
A2515,C2976,57620.86,1072
A2516,C1090,22734.19,273
A2517,C2316,51006.85,179
A2518,C512,60117.09,523
A2519,C2899,12005.83,175
A2520,C2684,50766.58,845
A2521,C1093,24930.16,1708
A2522,C1547,46525.09,1734
A2523,C495,84162.44,1077
A2524,C1075,32364.53,939
A2525,C871,14823.21,275
A2526,C1142,26084.61,960
A2527,C2750,34756.97,935
A2528,C2033,21354.93,1901
A2529,C2374,35727.37,1895
A2530,C1481,19483.41,645
A2531,C2531,21025.0,701
A2532,C2740,22372.39,514
A2533,C545,8738.8,1733
A2534,C2324,22535.08,1212
A2535,C1385,21958.71,1627
A2536,C2686,347932.52,348
A2537,C2044,39851.65,285
A2538,C1147,19271.42,1495
A2539,C2736,40840.67,1311
A2540,C2688,64570.15,1355
A2541,C439,42191.9,1759
A2542,C2355,28364.71,1688
A2543,C129,10681.35,660
A2544,C1230,14682.23,1072
A2545,C1825,9617.75,874
A2546,C1486,28486.9,1721
A2547,C1974,11170.59,143
A2548,C1596,23915.64,1097
A2549,C901,5113.1,855
A2550,C1039,19893.44,67
A2551,C907,16054.09,667
A2552,C2891,26307.91,1234
A2553,C253,24710.65,1578
A2554,C2268,3697.8,1279
A2555,C2545,34691.55,575
A2556,C680,2944.38,1875
A2557,C1839,24502.86,488
A2558,C949,36370.41,749
A2559,C2794,32924.21,788
A2560,C2902,16133.65,1406
A2561,C2026,34227.13,426
A2562,C2906,3620.67,641
A2563,C765,6796.77,526
A2564,C2240,5878.16,1866
A2565,C443,52473.53,1360
A2566,C2988,29787.03,844
A2567,C1827,28457.53,187
A2568,C46,26457.14,1895
A2569,C2201,19123.7,727
A2570,C2121,52028.31,102
A2571,C1137,18838.56,1334
A2572,C403,6180.36,1740
A2573,C2113,106255.1,1942
A2574,C1229,6546.44,709
A2575,C1917,46035.61,955
A2576,C801,6514.62,1163
A2577,C68,14216.17,890
A2578,C1045,70522.72,1293
A2579,C2983,7916.58,1090
A2580,C1361,35197.69,1547
A2581,C2916,18635.61,1590
A2582,C1420,15923.3,112
A2583,C1214,14365.41,75
A2584,C1455,98553.84,1130
A2585,C929,13416.45,547
A2586,C186,21453.45,286
A2587,C1840,30887.53,600
A2588,C420,21648.41,609
A2589,C74,10849.7,1047
A2590,C2413,125640.08,1623
A2591,C1473,5280.43,1079
A2592,C1145,29985.49,953
A2593,C1645,51297.12,605
A2594,C498,2601.62,546
A2595,C2543,11719.31,993
A2596,C369,15713.29,1815
A2597,C2442,16466.98,1928
A2598,C1567,45301.18,1832
A2599,C1772,3015.55,1421
A2600,C2148,4224.3,1101
A2601,C431,80459.7,1319
A2602,C780,21583.8,1598
A2603,C868,23494.98,464
A2604,C2310,9307.81,655
A2605,C1006,12516.8,1608
A2606,C1821,13165.14,1573
A2607,C275,36268.01,711
A2608,C2415,68428.66,1888
A2609,C1028,19857.66,683
A2610,C1459,39905.91,1832
A2611,C417,28521.77,1256
A2612,C854,73201.66,1126
A2613,C986,8761.62,1013
A2614,C2636,25077.86,104
A2615,C395,13725.54,523
A2616,C1434,33390.83,1947
A2617,C1370,122565.33,733
A2618,C1495,16115.82,1285
A2619,C2024,13834.44,1217
A2620,C2765,53017.85,798
A2621,C2126,66982.23,356
A2622,C259,15094.44,117
A2623,C2794,97971.62,1387
A2624,C2401,184597.45,1717
A2625,C2325,13773.57,1868
A2626,C2959,7528.71,1680
A2627,C661,29640.68,355
A2628,C565,20312.56,382
A2629,C1898,155945.27,634
A2630,C2087,14686.04,670
A2631,C2538,37286.2,646
A2632,C293,37398.9,1790
A2633,C1056,7834.66,1524
A2634,C2675,27456.31,1794
A2635,C1585,3962.11,1348
A2636,C2674,7856.45,1182
A2637,C238,73652.93,1699
A2638,C2370,8810.72,150
A2639,C1847,28186.26,743
A2640,C1115,44634.66,737
A2641,C456,67858.7,76
A2642,C63,86262.44,1607
A2643,C2485,14097.34,1109
A2644,C2038,9824.2,129
A2645,C1622,20206.56,1557
A2646,C1507,44893.36,148
A2647,C953,23500.15,392
A2648,C2067,17213.52,1348
A2649,C1103,16382.53,656
A2650,C1672,9618.67,1223
A2651,C230,135372.09,339
A2652,C2760,2547.67,1150
A2653,C122,38550.74,838
A2654,C68,17378.03,1450
A2655,C421,13673.25,1220
A2656,C427,45770.17,184
A2657,C342,5937.16,323
A2658,C2923,8780.77,1635
A2659,C2654,6638.95,371
A2660,C710,5219.28,324
A2661,C1567,5229.35,1529
A2662,C312,50754.32,251
A2663,C930,19862.64,1182
A2664,C2881,14138.25,940
A2665,C858,49161.12,1111
A2666,C1399,31012.07,1184
A2667,C132,13318.61,380
A2668,C679,19452.49,177
A2669,C1819,16983.27,1413
A2670,C169,22240.26,572
A2671,C2310,108821.31,1444
A2672,C2230,25747.0,1025
A2673,C2970,15678.76,1805
A2674,C1043,25965.66,1598
A2675,C1536,13253.16,1460
A2676,C340,22817.6,1262
A2677,C237,128275.83,1905
A2678,C130,12875.19,570
A2679,C1178,5106.81,1976
A2680,C441,89534.58,488
A2681,C2942,4715.53,1242
A2682,C1361,107056.03,1176
A2683,C720,28638.29,1810
A2684,C771,3108.33,991
A2685,C565,49631.2,662
A2686,C21,10071.97,1987
A2687,C2669,29627.99,1950
A2688,C516,12055.6,1508
A2689,C2666,4884.74,1408
A2690,C249,8317.89,299
A2691,C1077,92364.45,867
A2692,C851,14763.03,596
A2693,C2881,19469.62,1317
A2694,C1818,12868.92,93
A2695,C2131,28905.43,400
A2696,C817,21238.21,1884
A2697,C1828,85483.12,368
A2698,C1796,12410.51,1161
A2699,C1998,19898.16,1528
A2700,C1208,15173.67,279
A2701,C186,9858.88,1777
A2702,C1080,36100.31,257
A2703,C2772,5012.23,1817
A2704,C1493,47573.16,912
A2705,C936,8362.31,424
A2706,C2408,112543.45,1583
A2707,C1312,18668.05,69
A2708,C2599,67207.31,1222
A2709,C1598,95353.99,337
A2710,C581,4855.63,1730
A2711,C784,20211.39,316
A2712,C2708,14535.06,49
A2713,C499,19990.86,64
A2714,C427,73769.38,38
A2715,C2525,14015.02,1230
A2716,C2228,94229.2,178
A2717,C2244,20766.85,1077
A2718,C78,16779.14,380
A2719,C2762,128467.44,1859
A2720,C1372,5948.33,149
A2721,C823,8993.36,674
A2722,C1842,72009.11,1435
A2723,C2897,40990.56,947
A2724,C2290,12564.66,1550
A2725,C2309,11403.05,838
A2726,C2021,9499.2,1390
A2727,C2296,33340.89,1248
A2728,C1681,10120.14,923
A2729,C2173,103516.05,1716
A2730,C2639,4484.02,1845
A2731,C264,75418.68,1552
A2732,C142,29282.27,503
A2733,C2530,77739.95,391
A2734,C139,161519.05,1580
A2735,C648,34097.47,169
A2736,C1047,222127.08,921
A2737,C1314,14249.33,593
A2738,C50,137770.76,1944
A2739,C1673,72710.01,1471
A2740,C519,19160.54,1300
A2741,C2879,7554.73,647
A2742,C1621,5480.24,1650
A2743,C3,17051.88,1977
A2744,C715,42111.14,851
A2745,C296,2966.77,901
A2746,C2735,5622.96,528
A2747,C1558,4305.83,477
A2748,C2683,32271.77,715
A2749,C732,21499.17,1795
A2750,C716,282222.92,1050
A2751,C2549,27925.48,1481
A2752,C1487,84710.74,1869
A2753,C2255,22218.81,1673
A2754,C1207,7102.7,1335
A2755,C1961,23395.18,38
A2756,C315,204058.36,1667
A2757,C2846,51091.88,1986
A2758,C2745,24987.81,1263
A2759,C2567,15681.55,1481
A2760,C1075,31307.55,266
A2761,C1884,15807.72,1055
A2762,C2740,29417.06,288
A2763,C294,33730.23,903
A2764,C851,27901.82,1846
A2765,C415,54409.11,1798
A2766,C547,10211.38,778
A2767,C1744,34218.18,804
A2768,C2712,35384.3,781
A2769,C155,30481.6,729
A2770,C2407,26931.98,428
A2771,C2828,15331.06,563
A2772,C1594,8156.66,579
A2773,C2544,26395.39,143
A2774,C2710,16089.9,815
A2775,C888,18400.05,1558
A2776,C1438,6140.87,1156
A2777,C2680,27381.74,1178
A2778,C1176,5321.43,1042
A2779,C1859,11193.02,1643
A2780,C1763,36038.17,1648
A2781,C1590,20392.3,1324
A2782,C2809,12596.99,229
A2783,C1778,33420.2,597
A2784,C2942,47689.38,323
A2785,C2934,2889.54,942
A2786,C2675,6424.37,1299
A2787,C1536,51101.99,878
A2788,C1435,49724.75,774
A2789,C57,36651.55,1811
A2790,C825,9844.41,124
A2791,C1408,33749.76,1816
A2792,C198,30294.07,149
A2793,C479,6594.25,752
A2794,C2208,65660.66,527
A2795,C2606,2069.81,1105
A2796,C2346,44925.48,784
A2797,C2589,14010.58,900
A2798,C259,11011.6,551
A2799,C38,5502.3,1575
A2800,C2736,7344.76,490
A2801,C1980,2757.04,490
A2802,C2135,19529.59,1095
A2803,C827,5195.69,1847
A2804,C421,36015.09,1143
A2805,C2876,24433.68,1943
A2806,C2481,13356.3,1907
A2807,C544,7874.51,1509
A2808,C217,27150.38,685
A2809,C510,26830.51,135
A2810,C2774,28041.98,75
A2811,C2405,63801.75,870
A2812,C2878,17404.94,310
A2813,C2914,28825.18,1625
A2814,C1370,21367.9,1733
A2815,C1111,18160.98,436
A2816,C621,25491.52,274
A2817,C2369,14456.3,856
A2818,C1546,5826.51,1744
A2819,C248,14063.92,625
A2820,C1432,32653.31,306
A2821,C1468,92232.65,430
A2822,C925,9559.33,1006
A2823,C2293,53337.91,1435
A2824,C1325,31625.93,1276
A2825,C1898,63509.99,254
A2826,C2385,9095.56,1382
A2827,C1882,20616.62,1148
A2828,C2651,8678.18,1002
A2829,C2554,18567.23,1883
