group_id,typology,txn_count,total_amount,unique_accounts
CHARITY_00879,Charity Abuse; Funnel Account Network,11,294407.19,8
TPWEB_01182,Third-Party Payment Web,4,294273.93,4
CHARITY_02820,Charity Abuse,18,294125.07,7
CHARITY_00808,Charity Abuse,16,294118.03,8
CHARITY_00497,Charity Abuse,21,294095.74,9
CHARITY_02583,Charity Abuse,19,293693.71,7
TPWEB_00058,Third-Party Payment Web,6,293641.23,6
CHARITY_03016,Charity Abuse,17,293640.5,9
CHARITY_01972,Charity Abuse,19,293568.91,3
CHARITY_00282,Charity Abuse,14,293560.08,6
TPWEB_01405,Third-Party Payment Web,6,293481.37,6
CHARITY_01422,Charity Abuse,15,293357.58,8
TPWEB_01567,Third-Party Payment Web,5,293228.46,1
CHARITY_02094,Charity Abuse,14,293162.95,13
TPWEB_00597,Third-Party Payment Web,7,293055.71,6
CHARITY_02981,Charity Abuse,13,293040.02,9
CHARITY_01119,Charity Abuse,11,292665.01,8
CHARITY_01210,Charity Abuse,19,292661.27999999997,12
TPWEB_00303,Third-Party Payment Web,6,292561.14,6
CHARITY_00608,Charity Abuse,17,292517.13,10
CHARITY_01333,Charity Abuse,12,292445.05,7
TPWEB_00113,Third-Party Payment Web,5,292176.78,5
CHARITY_02386,Charity Abuse,11,291979.24,4
MULE_00047,Charity Abuse; Money Mule Network,3,291894.06,3
CHARITY_00259,Charity Abuse,16,291886.82999999996,11
FUNNEL_00004,Charity Abuse; Funnel Account Network,11,291842.58,8
TPWEB_00715,Third-Party Payment Web,4,291121.87,2
CHARITY_01293,Charity Abuse,20,291000.48,11
CHARITY_02956,Charity Abuse,15,290995.52,8
MULE_00015,Funnel Account Network; Money Mule Network; Third-Party Payment Web,4,290989.43,4
TPWEB_01149,Funnel Account Network; Money Mule Network; Third-Party Payment Web,4,290989.43,4
FUNNEL_00190,Funnel Account Network; Money Mule Network; Third-Party Payment Web,4,290989.43,4
HRCORR_00145,Charity Abuse; High-Risk Corridor Transfer,1,290911.84,1
CHARITY_00828,Charity Abuse; High-Risk Corridor Transfer,1,290911.84,1
FUNNEL_00127,Funnel Account Network; Third-Party Payment Web,12,290888.77999999997,12
TPWEB_00758,Funnel Account Network; Third-Party Payment Web,12,290888.77999999997,12
CHARITY_03293,Charity Abuse,18,290879.32,6
CHARITY_01012,Charity Abuse; Pass-Through Transit Hub,1,290778.77,1
CHARITY_02069,Charity Abuse,20,290761.7,12
TPWEB_00208,Third-Party Payment Web,4,290742.56,4
CHARITY_02854,Charity Abuse,14,290711.45,14
CHARITY_02810,Charity Abuse,14,290592.98,11
CHARITY_03211,Charity Abuse,14,290489.5,7
CHARITY_00114,Charity Abuse,16,290337.70999999996,15
CHARITY_03273,Charity Abuse,17,290222.45999999996,9
HAWALA_01840,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01839,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01841,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01853,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01850,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01851,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01846,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01849,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01845,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01844,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01842,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01843,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01848,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01847,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01852,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
HAWALA_01838,Charity Abuse; Underground Banking (Hawala),1,290131.0,1
CHARITY_00543,Charity Abuse,16,289895.53,7
CHARITY_01357,Charity Abuse,13,289694.95,9
TPWEB_01290,Third-Party Payment Web,4,289625.25,4
CHARITY_02474,Charity Abuse,19,289517.36,12
CHARITY_01877,Charity Abuse,16,289492.13,8
CHARITY_02461,Charity Abuse,17,289362.66000000003,6
CHARITY_00245,Charity Abuse,18,289331.13,9
CHARITY_01830,Charity Abuse,15,289062.16,10
CHARITY_02642,Charity Abuse,17,288818.32,16
TPWEB_00663,Charity Abuse; Funnel Account Network; Third-Party Payment Web,12,288796.08,12
FUNNEL_00106,Charity Abuse; Funnel Account Network; Third-Party Payment Web,12,288796.08,12
CHARITY_01380,Charity Abuse; Funnel Account Network; Third-Party Payment Web,12,288796.08,12
CHARITY_02101,Charity Abuse,19,288750.65,6
CHARITY_01190,Charity Abuse,13,288727.26,4
CHARITY_01656,Charity Abuse,17,288515.38,10
CHARITY_02031,Charity Abuse,13,288468.65,12
CHARITY_01676,Charity Abuse,22,288407.07,15
CHARITY_01962,Charity Abuse; Funnel Account Network; Third-Party Payment Web,13,288326.68,13
CHARITY_00655,Charity Abuse,16,288193.45,12
CHARITY_01168,Charity Abuse,13,288083.0,7
HRCORR_00466,High-Risk Corridor Transfer,2,288043.53,1
CHARITY_01657,Charity Abuse,8,288019.22,3
CHARITY_00024,Charity Abuse,19,287990.4,8
CHARITY_01040,Charity Abuse,15,287945.33,9
TPWEB_01487,Third-Party Payment Web,10,287864.54,10
CHARITY_00068,Charity Abuse; Pass-Through Transit Hub,1,287800.92,1
FUNNEL_00100,Charity Abuse; Funnel Account Network; Third-Party Payment Web,12,287760.63,12
CHARITY_01280,Charity Abuse; Funnel Account Network; Third-Party Payment Web,12,287760.63,12
CHARITY_00949,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,287700.78,14
FUNNEL_00072,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,287700.78,14
TPWEB_00452,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,287700.78,14
TPWEB_00200,Third-Party Payment Web,5,287698.94,2
CHARITY_01706,Charity Abuse,17,287692.42,13
CHARITY_00560,Charity Abuse,23,287601.47,13
HRCORR_00001,Charity Abuse; Funnel Account Network; High-Risk Corridor Transfer,2,287527.01,1
CHARITY_00006,Charity Abuse; Funnel Account Network; High-Risk Corridor Transfer,2,287527.01,1
FUNNEL_00001,Charity Abuse; Funnel Account Network; High-Risk Corridor Transfer,2,287527.01,1
CHARITY_01934,Charity Abuse,19,287481.33,10
MULE_00011,Money Mule Network; Third-Party Payment Web,4,287478.99,4
TPWEB_00982,Money Mule Network; Third-Party Payment Web,4,287478.99,4
CHARITY_02296,Charity Abuse,19,287231.12,8
TPWEB_01411,Third-Party Payment Web,7,287041.26,2
CHARITY_00636,Charity Abuse,16,286962.3,3
CHARITY_02879,Charity Abuse,21,286884.51,9
TPWEB_01050,Third-Party Payment Web,6,286834.91,4
TPWEB_00561,Third-Party Payment Web,5,286771.5,2
FUNNEL_00118,Funnel Account Network,17,286738.14,14
CHARITY_00474,Charity Abuse; Funnel Account Network,3,286701.2,3
TPWEB_00435,Third-Party Payment Web,5,286685.19,5
CHARITY_02821,Charity Abuse,12,286388.13,10
TPWEB_00635,Money Mule Network; Third-Party Payment Web,5,286207.42000000004,5
MULE_00066,Money Mule Network; Third-Party Payment Web,5,286207.42000000004,5
CHARITY_01593,Charity Abuse,15,286180.58,5
TPWEB_01442,Third-Party Payment Web,6,286139.42,4
CHARITY_01031,Charity Abuse,14,286001.21,10
CHARITY_00550,Charity Abuse,10,285970.9,5
CHARITY_01913,Charity Abuse,18,285848.9,9
TPWEB_00098,Third-Party Payment Web,6,285469.81,3
TPWEB_00977,Third-Party Payment Web,6,285448.85,3
CHARITY_00185,Charity Abuse,15,285434.06,8
TPWEB_01120,Third-Party Payment Web,5,285415.49,3
CHARITY_00174,Charity Abuse,16,285390.29,7
CHARITY_00303,Charity Abuse,23,285307.88,13
TPWEB_01055,Charity Abuse; Funnel Account Network; Third-Party Payment Web,13,285278.62,13
CHARITY_00603,Charity Abuse,20,285247.81,15
CHARITY_00547,Charity Abuse,15,285116.28,9
CHARITY_00132,Charity Abuse,10,284990.15,2
CHARITY_02357,Charity Abuse; Pass-Through Transit Hub,1,284947.97,1
PASS_00355,Charity Abuse; Pass-Through Transit Hub,1,284947.97,1
TPWEB_00697,Third-Party Payment Web,5,284913.17,4
HRCORR_00243,High-Risk Corridor Transfer,1,284881.36,1
CHARITY_02313,Charity Abuse,15,284800.68,12
CHARITY_02144,Charity Abuse; Pass-Through Transit Hub,1,284751.2,1
CHARITY_00727,Charity Abuse,17,284718.27999999997,8
CHARITY_02433,Charity Abuse,19,284711.38,5
CHARITY_01164,Charity Abuse; Funnel Account Network; Third-Party Payment Web,13,284683.21,13
FUNNEL_00094,Charity Abuse; Funnel Account Network; Third-Party Payment Web,13,284683.21,13
TPWEB_00560,Charity Abuse; Funnel Account Network; Third-Party Payment Web,13,284683.21,13
FUNNEL_00111,Funnel Account Network,3,284656.96,2
CHARITY_00466,Charity Abuse; Funnel Account Network,3,284541.43,2
FUNNEL_00035,Charity Abuse; Funnel Account Network,3,284541.43,2
CHARITY_00076,Charity Abuse,21,284514.31,9
TPWEB_01034,Third-Party Payment Web,4,284482.14,4
CHARITY_03128,Charity Abuse,12,284263.55,5
CHARITY_01367,Charity Abuse,10,284144.08999999997,4
CHARITY_03207,Charity Abuse; Funnel Account Network,11,284098.83,9
TPWEB_00594,Third-Party Payment Web,3,283844.83999999997,2
TPWEB_00931,Third-Party Payment Web,6,283780.28,6
TPWEB_01571,Charity Abuse; Third-Party Payment Web,5,283746.95,5
FUNNEL_00136,Funnel Account Network; Third-Party Payment Web,14,283666.64,14
TPWEB_00813,Funnel Account Network; Third-Party Payment Web,14,283666.64,14
CHARITY_01166,Charity Abuse,14,283604.99,11
CHARITY_02938,Charity Abuse,19,283517.55,12
CHARITY_03049,Charity Abuse,17,283442.33,9
TPWEB_00190,Third-Party Payment Web,6,283394.23,3
CHARITY_01481,Charity Abuse,20,283092.65,10
CHARITY_02369,Charity Abuse,15,283090.87,11
TPWEB_00780,Third-Party Payment Web,5,283044.39,1
CHARITY_00031,Charity Abuse,14,283000.2,10
TPWEB_00730,Third-Party Payment Web,4,282940.35,4
CHARITY_00836,Charity Abuse,21,282847.73,10
TPWEB_00160,Third-Party Payment Web,5,282223.7,5
CHARITY_00885,Charity Abuse,20,282034.7,10
TPWEB_00711,Third-Party Payment Web,5,281995.79000000004,4
CHARITY_00969,Charity Abuse,18,281877.84,9
TPWEB_00039,Third-Party Payment Web,3,281621.05000000005,3
CHARITY_02825,Charity Abuse,17,281551.63,10
CIRC_00524,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00518,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00526,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00528,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00527,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00529,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00516,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00517,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00523,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00504,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00498,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00499,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00508,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00520,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00519,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00522,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00521,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00525,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00510,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00503,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00509,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00511,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00514,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00512,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00513,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00505,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00507,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00502,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00515,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00500,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00501,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CIRC_00506,Charity Abuse; Circular Transaction Loop,1,281323.83,1
CHARITY_00397,Charity Abuse,11,281301.94,11
TPWEB_01570,Third-Party Payment Web,5,281195.53,5
CHARITY_00886,Charity Abuse,19,281154.23000000004,10
FUNNEL_00273,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,280921.26,14
CHARITY_03207,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,280921.26,14
TPWEB_01578,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,280921.26,14
TPWEB_00270,Third-Party Payment Web,6,280825.36,4
CHARITY_03264,Charity Abuse,14,280681.67,8
CHARITY_00386,Charity Abuse,18,280619.66,8
CHARITY_01983,Charity Abuse,14,280601.31,9
PASS_00355,Pass-Through Transit Hub,1,280387.06,1
TPWEB_01387,Third-Party Payment Web,6,280339.0,6
CHARITY_00483,Charity Abuse,15,280253.28,7
CHARITY_01688,Charity Abuse,17,280176.64,6
TPWEB_00816,Third-Party Payment Web,5,280003.27,2
FUNNEL_00135,Funnel Account Network; Money Mule Network,2,279866.93,2
MULE_00018,Funnel Account Network; Money Mule Network,2,279866.93,2
CHARITY_01862,Charity Abuse,18,279846.21,10
CHARITY_01992,Charity Abuse,18,279758.72,10
CHARITY_02398,Charity Abuse,15,279484.61,10
CHARITY_01628,Charity Abuse,20,279104.36,10
CHARITY_01437,Charity Abuse,15,278868.47,10
CHARITY_00609,Charity Abuse,20,278747.93,15
CHARITY_01414,Charity Abuse,19,278624.2,10
CHARITY_01909,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,278560.68,14
FUNNEL_00160,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,278560.68,14
TPWEB_00922,Charity Abuse; Funnel Account Network; Third-Party Payment Web,14,278560.68,14
CHARITY_02554,Charity Abuse,15,278556.14,15
CHARITY_02739,Charity Abuse,21,278323.11,17
HRCORR_00209,Charity Abuse; High-Risk Corridor Transfer,1,278270.43,1
CHARITY_02879,Charity Abuse; High-Risk Corridor Transfer,1,278270.43,1
TPWEB_00443,Third-Party Payment Web,6,277762.92,2
CHARITY_01758,Charity Abuse,16,277724.92,9
CHARITY_01000,Charity Abuse,15,277682.89,9
CHARITY_02693,Charity Abuse,22,277522.44,11
CHARITY_01311,Charity Abuse,15,277433.33999999997,13
PASS_00257,Pass-Through Transit Hub,1,277426.7,1
CHARITY_00909,Charity Abuse,13,277377.63,5
CHARITY_02206,Charity Abuse,13,277301.96,6
CHARITY_02953,Charity Abuse,14,277284.66,6
CHARITY_03020,Charity Abuse,20,277281.81,7
TPWEB_01310,Third-Party Payment Web,5,277254.79000000004,5
CHARITY_01536,Charity Abuse,17,277253.93,7
TPWEB_01244,Charity Abuse; Third-Party Payment Web,4,276922.02,4
CHARITY_00891,Charity Abuse,14,276772.05,10
CHARITY_00395,Charity Abuse,23,276692.98,14
CHARITY_00097,Charity Abuse,16,276623.45,12
HAWALA_01868,Funnel Account Network; Underground Banking (Hawala),1,276536.13,1
HAWALA_01867,Funnel Account Network; Underground Banking (Hawala),1,276536.13,1
HAWALA_01866,Funnel Account Network; Underground Banking (Hawala),1,276536.13,1
HAWALA_01865,Funnel Account Network; Underground Banking (Hawala),1,276536.13,1
HAWALA_01864,Funnel Account Network; Underground Banking (Hawala),1,276536.13,1
HAWALA_01863,Funnel Account Network; Underground Banking (Hawala),1,276536.13,1
HAWALA_01870,Funnel Account Network; Underground Banking (Hawala),1,276536.13,1
HAWALA_01869,Funnel Account Network; Underground Banking (Hawala),1,276536.13,1
CHARITY_00060,Charity Abuse,25,276202.99,12
CHARITY_02866,Charity Abuse,13,276202.85,6
TPWEB_00591,Third-Party Payment Web,5,275904.42000000004,5
CHARITY_03019,Charity Abuse,15,275835.33,9
CHARITY_00322,Charity Abuse,22,275707.85,8
TPWEB_00176,Third-Party Payment Web,5,275411.89,4
CHARITY_02043,Charity Abuse,17,275392.8,13
TPWEB_00912,Third-Party Payment Web,5,275204.45,3
CHARITY_01886,Charity Abuse,15,275129.59,5
TPWEB_00147,Third-Party Payment Web,6,275058.70999999996,6
TPWEB_00546,Third-Party Payment Web,5,274986.75,2
CHARITY_02603,Charity Abuse,19,274843.88,6
CHARITY_00513,Charity Abuse,12,274716.64,8
CHARITY_00973,Charity Abuse,17,274707.61,11
CHARITY_02957,Charity Abuse,16,274545.13,10
CHARITY_01811,Charity Abuse,13,274345.39,7
CHARITY_01954,Charity Abuse,20,274224.79,13
TPWEB_00309,Charity Abuse; Funnel Account Network; Third-Party Payment Web,15,273816.42,15
FUNNEL_00050,Charity Abuse; Funnel Account Network; Third-Party Payment Web,15,273816.42,15
CHARITY_01336,Charity Abuse,15,273811.13,13
TPWEB_00488,Third-Party Payment Web,5,273703.44,2
CHARITY_00189,Charity Abuse,19,273609.66000000003,8
HAWALA_01880,Charity Abuse; Underground Banking (Hawala),1,273575.73,1
HAWALA_01882,Charity Abuse; Underground Banking (Hawala),1,273575.73,1
HAWALA_01879,Charity Abuse; Underground Banking (Hawala),1,273575.73,1
HAWALA_01883,Charity Abuse; Underground Banking (Hawala),1,273575.73,1
HAWALA_01881,Charity Abuse; Underground Banking (Hawala),1,273575.73,1
HAWALA_01885,Charity Abuse; Underground Banking (Hawala),1,273575.73,1
HAWALA_01886,Charity Abuse; Underground Banking (Hawala),1,273575.73,1
HAWALA_01884,Charity Abuse; Underground Banking (Hawala),1,273575.73,1
CHARITY_03118,Charity Abuse,14,273512.88,14
CHARITY_01700,Charity Abuse,20,273342.93,9
CHARITY_00825,Charity Abuse,17,273125.24,10
CHARITY_02665,Charity Abuse,14,273113.39,12
TPWEB_00499,Third-Party Payment Web,5,273104.73,4
CIRC_00531,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
HAWALA_01875,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
HAWALA_01876,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
HAWALA_01874,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
HAWALA_01872,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
HAWALA_01871,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
HAWALA_01873,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
CIRC_00533,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
HAWALA_01878,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
HAWALA_01877,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
CIRC_00534,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
CIRC_00532,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
CIRC_00536,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
CIRC_00535,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
CIRC_00530,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
CIRC_00537,Circular Transaction Loop; Underground Banking (Hawala),1,273077.58,1
PASS_00257,Charity Abuse; Pass-Through Transit Hub,1,273062.21,1
CHARITY_01992,Charity Abuse; Pass-Through Transit Hub,1,273062.21,1
TPWEB_00056,Charity Abuse; Funnel Account Network; Third-Party Payment Web,13,272978.16000000003,13
CHARITY_01384,Charity Abuse,12,272881.82999999996,8
CHARITY_01473,Charity Abuse,22,272847.6,7
TPWEB_01562,Funnel Account Network; Third-Party Payment Web,12,272642.78,12
FUNNEL_00272,Funnel Account Network; Third-Party Payment Web,12,272642.78,12
CHARITY_03125,Charity Abuse,14,272598.3,6
CHARITY_00084,Charity Abuse; Funnel Account Network,10,272287.73,7
MULE_00013,Money Mule Network; Third-Party Payment Web,3,272251.3,3
CHARITY_03014,Charity Abuse; Funnel Account Network,3,272233.01,1
CHARITY_01404,Charity Abuse,17,272168.38,9
CHARITY_01707,Charity Abuse,9,272006.48,9
CHARITY_01412,Charity Abuse,19,271926.03,16
CHARITY_00987,Charity Abuse,19,271902.66,10
CHARITY_00811,Charity Abuse,10,271860.39,7
CHARITY_01988,Charity Abuse,16,271793.88,8
FUNNEL_00258,Charity Abuse; Funnel Account Network,8,271599.69,4
TPWEB_01185,Third-Party Payment Web,5,271593.26,5
CHARITY_00065,Charity Abuse,11,271452.02,11
CHARITY_00492,Charity Abuse,20,271349.38,9
CHARITY_02684,Charity Abuse,18,271301.25,13
CHARITY_00934,Charity Abuse,20,271276.66,6
HRCORR_00318,Funnel Account Network; High-Risk Corridor Transfer,1,271211.99,1
FUNNEL_00176,Funnel Account Network; High-Risk Corridor Transfer,1,271211.99,1
CHARITY_00002,Charity Abuse,12,271106.59,9
CHARITY_01111,Charity Abuse,14,271084.85,7
HRCORR_00250,High-Risk Corridor Transfer,2,270932.77,1
CHARITY_01435,Charity Abuse,17,270738.95,9
TPWEB_01374,Third-Party Payment Web,6,270706.51,6
CHARITY_01060,Charity Abuse,19,270698.45,9
CHARITY_00263,Charity Abuse,16,270633.46,7
CHARITY_01416,Charity Abuse,16,270486.41,16
CHARITY_00780,Charity Abuse,13,270339.48000000004,5
TPWEB_01267,Third-Party Payment Web,5,270182.51,5
CHARITY_02984,Charity Abuse,18,270170.52,9
CHARITY_02535,Charity Abuse,20,270084.55,13
CHARITY_02416,Charity Abuse,15,270079.05,11
TPWEB_01612,Third-Party Payment Web,5,270070.88,4
CHARITY_02298,Charity Abuse,12,269815.69,10
CHARITY_01408,Charity Abuse,18,269768.39,13
TPWEB_00786,Third-Party Payment Web,5,269656.61,4
CHARITY_03002,Charity Abuse,13,269585.13999999996,8
CHARITY_01304,Charity Abuse,15,269119.76,11
CHARITY_01784,Charity Abuse; Funnel Account Network,3,268990.59,2
MULE_00064,Money Mule Network; Third-Party Payment Web,5,268988.06,5
TPWEB_01111,Money Mule Network; Third-Party Payment Web,5,268988.06,5
TPWEB_00580,Third-Party Payment Web,5,268946.59,5
CHARITY_03104,Charity Abuse,16,268866.97000000003,8
TPWEB_01285,Third-Party Payment Web,3,268629.86,2
CHARITY_01514,Charity Abuse,18,268560.05,17
TPWEB_00214,Third-Party Payment Web,5,268555.81,5
TPWEB_00353,Third-Party Payment Web,5,268554.51,4
CHARITY_01025,Charity Abuse,19,268450.68,7
FUNNEL_00207,Funnel Account Network; Third-Party Payment Web,12,268348.03,12
CHARITY_00931,Charity Abuse,21,268246.33,11
TPWEB_00743,Third-Party Payment Web,5,268187.66,4
TPWEB_01071,Third-Party Payment Web,5,268153.42,3
CHARITY_03120,Charity Abuse,11,268039.08999999997,8
TPWEB_00636,Third-Party Payment Web,5,268013.99,5
CHARITY_03271,Charity Abuse,13,268011.93,9
TPWEB_01141,Third-Party Payment Web,5,267994.51,2
CHARITY_01757,Charity Abuse,13,267812.65,5
TPWEB_01563,Third-Party Payment Web,6,267571.12,5
TPWEB_00536,Funnel Account Network; Third-Party Payment Web,13,267394.56,13
FUNNEL_00088,Funnel Account Network; Third-Party Payment Web,13,267394.56,13
TPWEB_01561,Third-Party Payment Web,5,267389.65,4
CHARITY_02766,Charity Abuse,13,267351.48000000004,8
CHARITY_00954,Charity Abuse,19,267301.76,13
TPWEB_00855,Third-Party Payment Web,5,267141.1,4
CHARITY_00985,Charity Abuse,14,267022.89,9
CHARITY_01982,Charity Abuse,14,266923.45,11
TPWEB_00999,Third-Party Payment Web,5,266755.88,4
CHARITY_03036,Charity Abuse,17,266694.79,10
CHARITY_02242,Charity Abuse,16,266596.56,6
CHARITY_02735,Charity Abuse,15,266498.04,10
CHARITY_00674,Charity Abuse,12,266497.65,12
CHARITY_00508,Charity Abuse,15,266461.94,12
CHARITY_00792,Charity Abuse,17,266391.72000000003,5
TPWEB_01124,Funnel Account Network; Third-Party Payment Web,12,266242.3,12
CHARITY_02524,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
HAWALA_01971,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
HAWALA_01981,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
HAWALA_01974,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
HAWALA_01979,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
HAWALA_01980,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
HAWALA_01982,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
HAWALA_01973,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
HAWALA_01972,Charity Abuse; Underground Banking (Hawala),1,265993.23,1
TPWEB_01000,Third-Party Payment Web,7,265906.68,5
CHARITY_01718,Charity Abuse,15,265470.29000000004,14
CHARITY_00369,Charity Abuse; Funnel Account Network,8,265463.66,4
FUNNEL_00029,Charity Abuse; Funnel Account Network,8,265463.66,4
CHARITY_00848,Charity Abuse,21,265032.81,18
CHARITY_00104,Charity Abuse,12,264844.22,7
CHARITY_01318,Charity Abuse,17,264844.01,10
CHARITY_02561,Charity Abuse,18,264781.98,6
FUNNEL_00137,Funnel Account Network; Third-Party Payment Web,13,264698.72000000003,13
TPWEB_01276,Third-Party Payment Web,4,264345.73,3
CHARITY_01618,Charity Abuse,18,264235.23,9
FUNNEL_00068,Funnel Account Network,9,264233.05,9
CHARITY_00518,Charity Abuse,18,264185.35,12
CHARITY_02838,Charity Abuse; Third-Party Payment Web,11,264122.44,11
CHARITY_02756,Charity Abuse,21,263935.91,10
TPWEB_00631,Third-Party Payment Web,5,263932.56,5
CHARITY_01649,Charity Abuse,15,263738.18,7
CHARITY_01259,Charity Abuse,22,263614.29,5
CHARITY_01783,Charity Abuse,13,263566.79,9
TPWEB_00837,Third-Party Payment Web,6,263500.49,2
CHARITY_02156,Charity Abuse,18,263433.78,7
CHARITY_00183,Charity Abuse,16,263371.61,9
CHARITY_00643,Charity Abuse,15,263291.15,8
CHARITY_01264,Charity Abuse,17,263222.58999999997,8
TPWEB_01244,Third-Party Payment Web,6,263213.08,6
TPWEB_00986,Third-Party Payment Web,5,263098.42,5
CHARITY_02795,Charity Abuse,16,263045.24,9
TPWEB_00839,Third-Party Payment Web,14,263008.05,14
TPWEB_00399,Third-Party Payment Web,6,262984.98,2
CHARITY_00670,Charity Abuse,6,262928.29,4
TPWEB_00482,Third-Party Payment Web,4,262868.19,3
TPWEB_00266,Third-Party Payment Web,6,262831.18,6
CHARITY_01652,Charity Abuse,12,262812.29,12
TPWEB_00463,Third-Party Payment Web,5,262802.91000000003,5
TPWEB_00268,Third-Party Payment Web,4,262778.85,4
TPWEB_01054,Third-Party Payment Web,6,262588.16,3
MULE_00075,Charity Abuse; Money Mule Network,2,262572.93,2
CHARITY_02045,Charity Abuse,20,262340.16000000003,14
CHARITY_01947,Charity Abuse,16,262255.32,13
CHARITY_00863,Charity Abuse,14,262223.45999999996,12
CHARITY_01857,Charity Abuse,16,262089.05,11
TPWEB_00824,Third-Party Payment Web,5,261958.98,3
CHARITY_01290,Charity Abuse,19,261880.1,5
TPWEB_00773,Third-Party Payment Web,5,261634.88,4
