beneficiary_id,beneficiary_type,beneficiary_country_risk,shell_jurisdiction,shell_age_days,ubo_disclosed,shell_newly_incorporated
B1934,individual,medium,,,,0
B1935,individual,high,,,,0
B1936,individual,high,,,,0
B1937,offshore,low,,,,0
B1938,individual,medium,,,,0
B1939,individual,medium,,,,0
B1940,individual,low,,,,0
B1941,individual,low,,,,0
B1942,crypto,high,,,,0
B1943,individual,low,,,,0
B1944,crypto,low,,,,0
B1945,business,medium,,,,0
B1946,offshore,high,,,,0
B1947,business,medium,,,,0
B1948,business,low,,,,0
B1949,individual,medium,,,,0
B1950,individual,low,,,,0
B1951,individual,medium,,,,0
B1952,individual,low,,,,0
B1953,crypto,medium,,,,0
B1954,business,low,,,,0
B1955,business,low,,,,0
B1956,individual,low,,,,0
B1957,individual,low,,,,0
B1958,individual,high,,,,0
B1959,individual,low,,,,0
B1960,individual,low,,,,0
B1961,individual,low,,,,0
B1962,individual,low,,,,0
B1963,individual,low,,,,0
B1964,individual,high,,,,0
B1965,shell_company,high,Singapore,701,1,0
B1966,business,high,,,,0
B1967,individual,medium,,,,0
B1968,business,low,,,,0
B1969,business,medium,,,,0
B1970,individual,high,,,,0
B1971,individual,low,,,,0
B1972,business,low,,,,0
B1973,individual,low,,,,0
B1974,business,low,,,,0
B1975,individual,low,,,,0
B1976,offshore,low,,,,0
B1977,individual,high,,,,0
B1978,individual,low,,,,0
B1979,individual,low,,,,0
B1980,crypto,low,,,,0
B1981,offshore,low,,,,0
B1982,individual,low,,,,0
B1983,individual,low,,,,0
B1984,individual,high,,,,0
B1985,business,low,,,,0
B1986,crypto,low,,,,0
B1987,business,low,,,,0
B1988,individual,medium,,,,0
B1989,individual,low,,,,0
B1990,offshore,high,,,,0
B1991,individual,low,,,,0
B1992,shell_company,high,Cayman,1257,0,0
B1993,individual,medium,,,,0
B1994,individual,low,,,,0
B1995,offshore,low,,,,0
B1996,business,medium,,,,0
B1997,business,low,,,,0
B1998,business,low,,,,0
B1999,crypto,low,,,,0
B2000,offshore,high,,,,0
B2001,shell_company,high,Cayman,1031,0,0
B2002,individual,low,,,,0
B2003,crypto,high,,,,0
B2004,business,low,,,,0
B2005,individual,low,,,,0
B2006,individual,low,,,,0
B2007,business,low,,,,0
B2008,individual,low,,,,0
B2009,individual,low,,,,0
B2010,offshore,medium,,,,0
B2011,individual,low,,,,0
B2012,individual,low,,,,0
B2013,business,medium,,,,0
B2014,business,low,,,,0
B2015,individual,low,,,,0
B2016,individual,low,,,,0
B2017,business,medium,,,,0
B2018,business,low,,,,0
B2019,business,medium,,,,0
B2020,individual,low,,,,0
B2021,shell_company,medium,BVI,116,1,1
B2022,business,medium,,,,0
B2023,offshore,low,,,,0
B2024,individual,low,,,,0
B2025,business,medium,,,,0
B2026,shell_company,high,Singapore,1300,0,0
B2027,business,low,,,,0
B2028,crypto,medium,,,,0
B2029,individual,medium,,,,0
B2030,individual,high,,,,0
B2031,individual,low,,,,0
B2032,individual,medium,,,,0
B2033,individual,low,,,,0
B2034,business,low,,,,0
B2035,individual,medium,,,,0
B2036,shell_company,medium,Singapore,1026,0,0
B2037,individual,high,,,,0
B2038,business,low,,,,0
B2039,business,high,,,,0
B2040,individual,low,,,,0
B2041,individual,low,,,,0
B2042,offshore,low,,,,0
B2043,business,medium,,,,0
B2044,business,low,,,,0
B2045,individual,high,,,,0
B2046,business,medium,,,,0
B2047,business,low,,,,0
B2048,business,low,,,,0
B2049,crypto,low,,,,0
B2050,individual,low,,,,0
B2051,crypto,low,,,,0
B2052,individual,low,,,,0
B2053,offshore,medium,,,,0
B2054,offshore,low,,,,0
B2055,business,low,,,,0
B2056,individual,low,,,,0
B2057,business,low,,,,0
B2058,crypto,medium,,,,0
B2059,shell_company,high,Mauritius,288,1,0
B2060,individual,low,,,,0
B2061,individual,medium,,,,0
B2062,individual,low,,,,0
B2063,business,low,,,,0
B2064,shell_company,medium,Cayman,470,0,0
B2065,individual,low,,,,0
B2066,business,low,,,,0
B2067,individual,low,,,,0
B2068,individual,low,,,,0
B2069,crypto,low,,,,0
B2070,individual,low,,,,0
B2071,individual,low,,,,0
B2072,business,low,,,,0
B2073,business,low,,,,0
B2074,individual,low,,,,0
B2075,individual,low,,,,0
B2076,individual,low,,,,0
B2077,business,low,,,,0
B2078,business,low,,,,0
B2079,individual,low,,,,0
B2080,business,low,,,,0
B2081,business,low,,,,0
B2082,individual,medium,,,,0
B2083,individual,low,,,,0
B2084,business,low,,,,0
B2085,individual,medium,,,,0
B2086,individual,low,,,,0
B2087,offshore,medium,,,,0
B2088,individual,medium,,,,0
B2089,individual,high,,,,0
B2090,shell_company,medium,BVI,1814,1,0
B2091,individual,medium,,,,0
B2092,individual,low,,,,0
B2093,shell_company,high,Delaware,499,1,0
B2094,individual,low,,,,0
B2095,individual,high,,,,0
B2096,individual,medium,,,,0
B2097,individual,low,,,,0
B2098,business,low,,,,0
B2099,crypto,high,,,,0
B2100,individual,low,,,,0
B2101,individual,medium,,,,0
B2102,shell_company,high,Luxembourg,384,0,0
B2103,individual,low,,,,0
B2104,individual,low,,,,0
B2105,individual,high,,,,0
B2106,business,low,,,,0
B2107,individual,low,,,,0
B2108,individual,low,,,,0
B2109,business,low,,,,0
B2110,business,low,,,,0
B2111,individual,medium,,,,0
B2112,shell_company,high,Cayman,1356,1,0
B2113,individual,medium,,,,0
B2114,crypto,low,,,,0
B2115,individual,medium,,,,0
B2116,individual,low,,,,0
B2117,individual,low,,,,0
B2118,business,high,,,,0
B2119,business,medium,,,,0
B2120,business,low,,,,0
B2121,business,low,,,,0
B2122,individual,high,,,,0
B2123,individual,low,,,,0
B2124,business,medium,,,,0
B2125,individual,low,,,,0
B2126,individual,high,,,,0
B2127,shell_company,high,Luxembourg,207,1,0
B2128,business,low,,,,0
B2129,individual,medium,,,,0
B2130,individual,low,,,,0
B2131,business,low,,,,0
B2132,individual,low,,,,0
B2133,business,medium,,,,0
B2134,individual,low,,,,0
B2135,individual,low,,,,0
B2136,individual,low,,,,0
B2137,individual,low,,,,0
B2138,individual,low,,,,0
B2139,business,low,,,,0
B2140,individual,medium,,,,0
B2141,shell_company,medium,Cayman,233,0,0
B2142,individual,low,,,,0
B2143,individual,low,,,,0
B2144,business,low,,,,0
B2145,offshore,high,,,,0
B2146,individual,low,,,,0
B2147,individual,low,,,,0
B2148,individual,medium,,,,0
B2149,individual,low,,,,0
B2150,individual,low,,,,0
B2151,shell_company,high,Mauritius,1682,1,0
B2152,individual,low,,,,0
B2153,individual,low,,,,0
B2154,business,low,,,,0
B2155,individual,low,,,,0
B2156,shell_company,medium,Panama,1308,1,0
B2157,shell_company,high,Singapore,394,1,0
B2158,business,low,,,,0
B2159,individual,high,,,,0
B2160,business,low,,,,0
B2161,crypto,low,,,,0
B2162,individual,low,,,,0
B2163,business,low,,,,0
B2164,business,low,,,,0
B2165,individual,low,,,,0
B2166,individual,low,,,,0
B2167,individual,low,,,,0
B2168,business,high,,,,0
B2169,shell_company,medium,Seychelles,550,0,0
B2170,individual,medium,,,,0
B2171,individual,low,,,,0
B2172,individual,low,,,,0
B2173,individual,low,,,,0
B2174,business,low,,,,0
B2175,individual,low,,,,0
B2176,offshore,high,,,,0
B2177,business,low,,,,0
B2178,individual,high,,,,0
B2179,individual,high,,,,0
B2180,individual,high,,,,0
B2181,individual,medium,,,,0
B2182,individual,high,,,,0
B2183,offshore,medium,,,,0
B2184,business,low,,,,0
B2185,individual,low,,,,0
B2186,individual,low,,,,0
B2187,individual,low,,,,0
B2188,individual,low,,,,0
B2189,business,medium,,,,0
B2190,individual,high,,,,0
B2191,shell_company,high,Cayman,550,0,0
B2192,business,low,,,,0
B2193,shell_company,medium,Delaware,1202,0,0
B2194,shell_company,medium,BVI,589,0,0
B2195,individual,low,,,,0
B2196,crypto,low,,,,0
B2197,business,low,,,,0
B2198,business,high,,,,0
B2199,business,low,,,,0
B2200,crypto,high,,,,0
B2201,individual,low,,,,0
B2202,individual,medium,,,,0
B2203,business,medium,,,,0
B2204,individual,medium,,,,0
B2205,offshore,low,,,,0
B2206,individual,low,,,,0
B2207,individual,low,,,,0
B2208,individual,medium,,,,0
B2209,individual,low,,,,0
B2210,individual,low,,,,0
B2211,business,low,,,,0
B2212,individual,low,,,,0
B2213,offshore,low,,,,0
B2214,individual,high,,,,0
B2215,business,medium,,,,0
B2216,shell_company,high,BVI,465,0,0
B2217,business,high,,,,0
B2218,individual,low,,,,0
B2219,business,low,,,,0
B2220,business,low,,,,0
B2221,individual,low,,,,0
B2222,crypto,low,,,,0
B2223,individual,low,,,,0
B2224,business,low,,,,0
B2225,individual,low,,,,0
B2226,crypto,medium,,,,0
B2227,individual,low,,,,0
B2228,individual,low,,,,0
B2229,individual,medium,,,,0
B2230,shell_company,medium,BVI,396,0,0
B2231,business,low,,,,0
B2232,individual,low,,,,0
B2233,shell_company,medium,Seychelles,1585,1,0
B2234,shell_company,medium,Luxembourg,711,0,0
B2235,individual,medium,,,,0
B2236,business,low,,,,0
B2237,business,low,,,,0
B2238,individual,medium,,,,0
B2239,individual,low,,,,0
B2240,individual,low,,,,0
B2241,individual,low,,,,0
B2242,shell_company,high,Panama,1266,0,0
B2243,business,medium,,,,0
B2244,individual,high,,,,0
B2245,individual,low,,,,0
B2246,individual,low,,,,0
B2247,individual,medium,,,,0
B2248,business,low,,,,0
B2249,individual,low,,,,0
B2250,crypto,low,,,,0
B2251,crypto,medium,,,,0
B2252,individual,low,,,,0
B2253,individual,low,,,,0
B2254,individual,high,,,,0
B2255,crypto,low,,,,0
B2256,shell_company,high,Luxembourg,1599,0,0
B2257,individual,medium,,,,0
B2258,individual,medium,,,,0
B2259,offshore,low,,,,0
B2260,offshore,low,,,,0
B2261,business,low,,,,0
B2262,individual,medium,,,,0
B2263,individual,low,,,,0
B2264,individual,high,,,,0
B2265,offshore,low,,,,0
B2266,individual,low,,,,0
B2267,individual,low,,,,0
B2268,individual,medium,,,,0
B2269,individual,medium,,,,0
B2270,individual,low,,,,0
B2271,individual,low,,,,0
B2272,business,medium,,,,0
B2273,business,low,,,,0
B2274,individual,low,,,,0
B2275,individual,low,,,,0
B2276,business,low,,,,0
B2277,business,low,,,,0
B2278,business,medium,,,,0
B2279,individual,high,,,,0
B2280,individual,low,,,,0
B2281,individual,medium,,,,0
B2282,shell_company,high,Delaware,1694,0,0
B2283,individual,high,,,,0
B2284,crypto,low,,,,0
B2285,individual,low,,,,0
B2286,individual,medium,,,,0
B2287,individual,low,,,,0
B2288,shell_company,medium,Singapore,316,0,0
B2289,crypto,medium,,,,0
B2290,individual,low,,,,0
B2291,individual,medium,,,,0
B2292,individual,high,,,,0
B2293,individual,low,,,,0
B2294,individual,low,,,,0
B2295,shell_company,high,BVI,700,0,0
B2296,business,low,,,,0
B2297,individual,high,,,,0
B2298,business,low,,,,0
B2299,business,medium,,,,0
B2300,individual,low,,,,0
B2301,individual,low,,,,0
B2302,individual,low,,,,0
B2303,business,medium,,,,0
B2304,offshore,low,,,,0
B2305,individual,low,,,,0
B2306,shell_company,medium,BVI,877,1,0
B2307,business,low,,,,0
B2308,individual,low,,,,0
B2309,business,low,,,,0
B2310,business,high,,,,0
B2311,business,low,,,,0
B2312,business,low,,,,0
B2313,individual,low,,,,0
B2314,business,medium,,,,0
B2315,business,low,,,,0
B2316,business,medium,,,,0
B2317,crypto,low,,,,0
B2318,shell_company,high,BVI,216,0,0
B2319,business,high,,,,0
B2320,individual,medium,,,,0
B2321,crypto,medium,,,,0
B2322,individual,medium,,,,0
B2323,individual,medium,,,,0
B2324,crypto,low,,,,0
B2325,business,high,,,,0
B2326,business,medium,,,,0
B2327,shell_company,medium,Panama,1265,0,0
B2328,individual,low,,,,0
B2329,individual,low,,,,0
B2330,individual,low,,,,0
B2331,shell_company,medium,Cayman,671,0,0
B2332,shell_company,medium,Luxembourg,1135,0,0
B2333,offshore,high,,,,0
B2334,crypto,medium,,,,0
B2335,business,medium,,,,0
B2336,business,low,,,,0
B2337,crypto,low,,,,0
B2338,crypto,medium,,,,0
B2339,business,low,,,,0
B2340,individual,low,,,,0
B2341,individual,low,,,,0
B2342,individual,medium,,,,0
B2343,individual,low,,,,0
B2344,individual,low,,,,0
B2345,individual,low,,,,0
B2346,business,low,,,,0
B2347,shell_company,high,Singapore,490,0,0
B2348,individual,low,,,,0
B2349,business,medium,,,,0
B2350,individual,low,,,,0
B2351,individual,low,,,,0
B2352,individual,medium,,,,0
B2353,business,low,,,,0
B2354,individual,low,,,,0
B2355,individual,high,,,,0
B2356,individual,low,,,,0
B2357,individual,low,,,,0
B2358,business,low,,,,0
B2359,individual,low,,,,0
B2360,individual,medium,,,,0
B2361,individual,low,,,,0
B2362,individual,low,,,,0
B2363,individual,low,,,,0
B2364,individual,low,,,,0
B2365,individual,medium,,,,0
B2366,business,low,,,,0
B2367,business,high,,,,0
B2368,shell_company,medium,Luxembourg,1342,1,0
B2369,business,low,,,,0
B2370,individual,high,,,,0
B2371,offshore,low,,,,0
B2372,individual,low,,,,0
B2373,individual,low,,,,0
B2374,individual,low,,,,0
B2375,crypto,high,,,,0
B2376,individual,low,,,,0
B2377,individual,low,,,,0
B2378,business,medium,,,,0
B2379,crypto,low,,,,0
B2380,business,medium,,,,0
B2381,business,low,,,,0
B2382,individual,medium,,,,0
B2383,individual,low,,,,0
B2384,individual,medium,,,,0
B2385,business,low,,,,0
B2386,individual,high,,,,0
B2387,offshore,medium,,,,0
B2388,business,high,,,,0
B2389,individual,low,,,,0
B2390,business,low,,,,0
B2391,individual,low,,,,0
B2392,individual,low,,,,0
B2393,individual,low,,,,0
B2394,individual,low,,,,0
B2395,offshore,medium,,,,0
B2396,individual,low,,,,0
B2397,business,low,,,,0
B2398,individual,low,,,,0
B2399,business,low,,,,0
B2400,individual,low,,,,0
B2401,individual,medium,,,,0
B2402,individual,low,,,,0
B2403,individual,low,,,,0
B2404,business,low,,,,0
B2405,individual,high,,,,0
B2406,business,high,,,,0
B2407,business,high,,,,0
B2408,business,low,,,,0
B2409,individual,low,,,,0
B2410,crypto,low,,,,0
B2411,individual,high,,,,0
B2412,individual,high,,,,0
B2413,shell_company,high,Panama,819,1,0
B2414,individual,low,,,,0
B2415,business,low,,,,0
B2416,individual,medium,,,,0
B2417,individual,high,,,,0
B2418,crypto,low,,,,0
B2419,individual,low,,,,0
B2420,business,low,,,,0
B2421,business,medium,,,,0
B2422,individual,low,,,,0
B2423,shell_company,high,Cayman,1211,1,0
B2424,individual,low,,,,0
B2425,crypto,low,,,,0
B2426,individual,high,,,,0
B2427,business,low,,,,0
B2428,shell_company,high,Cayman,912,0,0
B2429,business,low,,,,0
B2430,individual,high,,,,0
B2431,individual,low,,,,0
B2432,individual,medium,,,,0
B2433,individual,low,,,,0
B2434,individual,high,,,,0
B2435,offshore,low,,,,0
B2436,individual,low,,,,0
B2437,individual,medium,,,,0
B2438,shell_company,medium,BVI,123,0,1
B2439,individual,low,,,,0
B2440,crypto,medium,,,,0
B2441,crypto,high,,,,0
B2442,shell_company,high,Delaware,1007,0,0
B2443,shell_company,medium,Cayman,624,0,0
B2444,business,low,,,,0
B2445,individual,low,,,,0
B2446,individual,low,,,,0
B2447,individual,low,,,,0
B2448,individual,medium,,,,0
B2449,business,low,,,,0
B2450,shell_company,medium,Cayman,1701,1,0
B2451,individual,low,,,,0
B2452,individual,medium,,,,0
B2453,individual,low,,,,0
B2454,offshore,low,,,,0
B2455,individual,medium,,,,0
B2456,individual,low,,,,0
B2457,shell_company,medium,Luxembourg,929,0,0
B2458,individual,low,,,,0
B2459,individual,medium,,,,0
B2460,individual,medium,,,,0
B2461,individual,medium,,,,0
B2462,business,high,,,,0
B2463,individual,low,,,,0
B2464,individual,high,,,,0
B2465,offshore,medium,,,,0
B2466,individual,medium,,,,0
B2467,business,high,,,,0
B2468,business,high,,,,0
B2469,individual,low,,,,0
B2470,business,medium,,,,0
B2471,individual,high,,,,0
B2472,business,high,,,,0
B2473,business,low,,,,0
B2474,individual,low,,,,0
B2475,individual,low,,,,0
B2476,business,medium,,,,0
B2477,individual,low,,,,0
B2478,individual,low,,,,0
B2479,crypto,medium,,,,0
B2480,individual,high,,,,0
B2481,individual,low,,,,0
B2482,individual,low,,,,0
B2483,individual,low,,,,0
B2484,individual,high,,,,0
B2485,crypto,low,,,,0
B2486,individual,low,,,,0
B2487,individual,low,,,,0
B2488,business,medium,,,,0
B2489,business,high,,,,0
B2490,individual,medium,,,,0
B2491,crypto,medium,,,,0
B2492,individual,medium,,,,0
B2493,business,low,,,,0
B2494,individual,low,,,,0
B2495,business,high,,,,0
B2496,crypto,low,,,,0
B2497,individual,high,,,,0
B2498,offshore,high,,,,0
B2499,individual,low,,,,0
B2500,crypto,low,,,,0
B2501,individual,low,,,,0
B2502,business,high,,,,0
B2503,crypto,medium,,,,0
B2504,individual,medium,,,,0
B2505,individual,low,,,,0
B2506,business,low,,,,0
B2507,business,low,,,,0
B2508,shell_company,high,Cayman,869,0,0
B2509,individual,high,,,,0
B2510,offshore,high,,,,0
B2511,business,low,,,,0
B2512,business,high,,,,0
B2513,individual,medium,,,,0
B2514,business,low,,,,0
B2515,shell_company,medium,Luxembourg,899,0,0
B2516,individual,low,,,,0
B2517,individual,medium,,,,0
B2518,individual,high,,,,0
B2519,individual,low,,,,0
B2520,individual,medium,,,,0
B2521,shell_company,high,BVI,342,0,0
B2522,individual,low,,,,0
B2523,business,low,,,,0
B2524,business,medium,,,,0
B2525,business,high,,,,0
B2526,business,medium,,,,0
B2527,business,medium,,,,0
B2528,individual,low,,,,0
B2529,individual,low,,,,0
B2530,individual,low,,,,0
B2531,offshore,medium,,,,0
B2532,business,low,,,,0
B2533,individual,low,,,,0
B2534,individual,low,,,,0
B2535,individual,low,,,,0
B2536,individual,medium,,,,0
B2537,individual,low,,,,0
B2538,individual,low,,,,0
B2539,shell_company,high,Luxembourg,361,0,0
B2540,offshore,low,,,,0
B2541,business,medium,,,,0
B2542,individual,low,,,,0
B2543,crypto,medium,,,,0
B2544,business,low,,,,0
B2545,shell_company,high,BVI,800,0,0
B2546,business,medium,,,,0
B2547,individual,low,,,,0
B2548,individual,low,,,,0
B2549,individual,low,,,,0
B2550,individual,low,,,,0
B2551,individual,high,,,,0
B2552,offshore,high,,,,0
B2553,business,medium,,,,0
B2554,individual,medium,,,,0
B2555,crypto,medium,,,,0
B2556,individual,low,,,,0
B2557,business,medium,,,,0
B2558,business,medium,,,,0
B2559,individual,low,,,,0
B2560,individual,medium,,,,0
B2561,individual,high,,,,0
B2562,individual,high,,,,0
B2563,individual,low,,,,0
B2564,individual,high,,,,0
B2565,crypto,high,,,,0
B2566,business,medium,,,,0
B2567,business,medium,,,,0
B2568,individual,high,,,,0
B2569,individual,low,,,,0
B2570,individual,medium,,,,0
B2571,individual,low,,,,0
B2572,business,low,,,,0
B2573,business,medium,,,,0
B2574,individual,high,,,,0
B2575,individual,low,,,,0
B2576,business,high,,,,0
B2577,individual,medium,,,,0
B2578,individual,low,,,,0
B2579,shell_company,medium,Singapore,894,0,0
B2580,business,low,,,,0
B2581,shell_company,medium,Cayman,1062,1,0
B2582,shell_company,high,Luxembourg,722,1,0
B2583,business,high,,,,0
B2584,individual,low,,,,0
B2585,crypto,medium,,,,0
B2586,individual,low,,,,0
B2587,individual,low,,,,0
B2588,business,medium,,,,0
B2589,offshore,high,,,,0
B2590,individual,high,,,,0
B2591,individual,high,,,,0
B2592,shell_company,high,Mauritius,1299,1,0
B2593,business,high,,,,0
B2594,individual,medium,,,,0
B2595,individual,low,,,,0
B2596,shell_company,high,Panama,139,0,1
B2597,individual,high,,,,0
B2598,business,high,,,,0
B2599,offshore,low,,,,0
B2600,offshore,low,,,,0
B2601,individual,low,,,,0
B2602,individual,low,,,,0
B2603,individual,low,,,,0
B2604,individual,low,,,,0
B2605,individual,low,,,,0
B2606,shell_company,high,Delaware,1446,1,0
B2607,individual,low,,,,0
B2608,shell_company,high,Cayman,1167,1,0
B2609,individual,low,,,,0
B2610,individual,low,,,,0
B2611,individual,high,,,,0
B2612,individual,low,,,,0
B2613,business,low,,,,0
B2614,shell_company,medium,Luxembourg,1709,0,0
B2615,business,high,,,,0
B2616,individual,high,,,,0
B2617,individual,low,,,,0
B2618,offshore,low,,,,0
B2619,individual,medium,,,,0
B2620,crypto,low,,,,0
B2621,individual,low,,,,0
B2622,individual,low,,,,0
B2623,business,low,,,,0
B2624,business,low,,,,0
B2625,business,low,,,,0
B2626,business,low,,,,0
B2627,individual,high,,,,0
B2628,individual,low,,,,0
B2629,crypto,high,,,,0
B2630,business,medium,,,,0
B2631,individual,medium,,,,0
B2632,business,low,,,,0
B2633,business,low,,,,0
B2634,individual,low,,,,0
B2635,individual,high,,,,0
B2636,offshore,low,,,,0
B2637,business,low,,,,0
B2638,business,low,,,,0
B2639,crypto,low,,,,0
B2640,business,low,,,,0
B2641,individual,medium,,,,0
B2642,individual,low,,,,0
B2643,offshore,high,,,,0
B2644,individual,high,,,,0
B2645,individual,low,,,,0
B2646,shell_company,high,Panama,1743,0,0
B2647,business,medium,,,,0
B2648,individual,medium,,,,0
B2649,business,medium,,,,0
B2650,individual,low,,,,0
B2651,offshore,low,,,,0
B2652,business,medium,,,,0
B2653,individual,medium,,,,0
B2654,crypto,low,,,,0
B2655,individual,medium,,,,0
B2656,business,medium,,,,0
B2657,individual,low,,,,0
B2658,business,low,,,,0
B2659,individual,medium,,,,0
B2660,individual,low,,,,0
B2661,shell_company,high,Luxembourg,766,0,0
B2662,individual,low,,,,0
B2663,individual,low,,,,0
B2664,individual,low,,,,0
B2665,business,low,,,,0
B2666,individual,low,,,,0
B2667,individual,low,,,,0
B2668,individual,low,,,,0
B2669,individual,high,,,,0
B2670,individual,low,,,,0
B2671,crypto,low,,,,0
B2672,business,low,,,,0
B2673,individual,low,,,,0
B2674,business,low,,,,0
B2675,shell_company,high,Singapore,1187,0,0
B2676,business,low,,,,0
B2677,individual,high,,,,0
B2678,shell_company,medium,Delaware,560,0,0
B2679,shell_company,medium,Cayman,806,1,0
B2680,shell_company,medium,BVI,1203,0,0
B2681,individual,medium,,,,0
B2682,individual,low,,,,0
B2683,individual,low,,,,0
B2684,individual,low,,,,0
B2685,shell_company,high,Panama,1598,0,0
B2686,individual,low,,,,0
B2687,shell_company,high,Singapore,493,0,0
B2688,business,low,,,,0
B2689,individual,low,,,,0
B2690,business,low,,,,0
B2691,business,low,,,,0
B2692,business,low,,,,0
B2693,individual,low,,,,0
B2694,business,low,,,,0
B2695,individual,low,,,,0
B2696,individual,medium,,,,0
B2697,shell_company,high,Panama,1525,0,0
B2698,crypto,low,,,,0
B2699,individual,low,,,,0
B2700,business,low,,,,0
B2701,offshore,low,,,,0
B2702,individual,low,,,,0
B2703,individual,low,,,,0
B2704,business,low,,,,0
B2705,business,high,,,,0
B2706,crypto,low,,,,0
B2707,business,medium,,,,0
B2708,business,low,,,,0
B2709,individual,low,,,,0
B2710,business,low,,,,0
B2711,individual,medium,,,,0
B2712,crypto,high,,,,0
B2713,offshore,low,,,,0
B2714,crypto,medium,,,,0
B2715,individual,low,,,,0
B2716,crypto,high,,,,0
B2717,offshore,low,,,,0
B2718,individual,low,,,,0
B2719,offshore,medium,,,,0
B2720,individual,high,,,,0
B2721,individual,low,,,,0
B2722,offshore,low,,,,0
B2723,business,low,,,,0
B2724,individual,low,,,,0
B2725,individual,low,,,,0
B2726,individual,low,,,,0
B2727,shell_company,high,BVI,187,0,0
B2728,individual,medium,,,,0
B2729,individual,low,,,,0
B2730,crypto,low,,,,0
B2731,business,low,,,,0
B2732,shell_company,medium,Delaware,1717,0,0
B2733,individual,medium,,,,0
B2734,individual,low,,,,0
B2735,individual,low,,,,0
B2736,shell_company,high,Singapore,321,1,0
B2737,crypto,low,,,,0
B2738,business,medium,,,,0
B2739,individual,medium,,,,0
B2740,business,low,,,,0
B2741,individual,high,,,,0
B2742,business,high,,,,0
B2743,individual,medium,,,,0
B2744,individual,high,,,,0
B2745,individual,medium,,,,0
B2746,business,low,,,,0
B2747,business,medium,,,,0
B2748,individual,medium,,,,0
B2749,individual,low,,,,0
B2750,individual,low,,,,0
B2751,shell_company,high,Mauritius,625,1,0
B2752,individual,low,,,,0
B2753,shell_company,high,Seychelles,392,0,0
B2754,individual,low,,,,0
B2755,individual,high,,,,0
B2756,individual,low,,,,0
B2757,individual,high,,,,0
B2758,individual,medium,,,,0
B2759,individual,high,,,,0
B2760,individual,high,,,,0
B2761,business,low,,,,0
B2762,individual,low,,,,0
B2763,individual,low,,,,0
B2764,shell_company,high,BVI,1193,1,0
B2765,business,low,,,,0
B2766,business,low,,,,0
B2767,individual,medium,,,,0
B2768,offshore,low,,,,0
B2769,individual,low,,,,0
B2770,business,low,,,,0
B2771,individual,low,,,,0
B2772,individual,low,,,,0
B2773,business,low,,,,0
B2774,individual,medium,,,,0
B2775,individual,high,,,,0
B2776,individual,high,,,,0
B2777,crypto,low,,,,0
B2778,individual,high,,,,0
B2779,individual,low,,,,0
B2780,individual,medium,,,,0
B2781,business,low,,,,0
B2782,individual,low,,,,0
B2783,business,low,,,,0
B2784,business,low,,,,0
B2785,individual,low,,,,0
B2786,crypto,low,,,,0
B2787,individual,low,,,,0
B2788,individual,low,,,,0
B2789,individual,low,,,,0
B2790,business,high,,,,0
B2791,offshore,low,,,,0
B2792,individual,medium,,,,0
B2793,business,low,,,,0
B2794,business,high,,,,0
B2795,shell_company,high,Seychelles,194,1,0
B2796,individual,low,,,,0
B2797,individual,medium,,,,0
B2798,business,medium,,,,0
B2799,business,low,,,,0
B2800,shell_company,high,Delaware,1584,0,0
B2801,business,low,,,,0
B2802,individual,low,,,,0
B2803,crypto,low,,,,0
B2804,individual,low,,,,0
B2805,crypto,low,,,,0
B2806,individual,medium,,,,0
B2807,individual,low,,,,0
B2808,individual,low,,,,0
B2809,business,low,,,,0
B2810,shell_company,high,Panama,698,0,0
B2811,business,high,,,,0
B2812,business,low,,,,0
B2813,business,medium,,,,0
B2814,individual,low,,,,0
B2815,individual,low,,,,0
B2816,business,low,,,,0
B2817,offshore,medium,,,,0
B2818,individual,high,,,,0
B2819,business,medium,,,,0
B2820,individual,low,,,,0
B2821,individual,low,,,,0
B2822,individual,medium,,,,0
B2823,individual,medium,,,,0
B2824,crypto,low,,,,0
B2825,business,low,,,,0
B2826,business,medium,,,,0
B2827,offshore,low,,,,0
B2828,individual,low,,,,0
B2829,business,high,,,,0
B2830,offshore,low,,,,0
B2831,business,low,,,,0
B2832,individual,low,,,,0
B2833,shell_company,medium,Mauritius,339,0,0
B2834,individual,low,,,,0
B2835,individual,high,,,,0
B2836,individual,low,,,,0
B2837,individual,low,,,,0
B2838,individual,low,,,,0
B2839,crypto,low,,,,0
B2840,business,low,,,,0
B2841,individual,low,,,,0
B2842,individual,low,,,,0
B2843,individual,low,,,,0
B2844,offshore,medium,,,,0
B2845,individual,low,,,,0
B2846,individual,medium,,,,0
B2847,shell_company,medium,Delaware,1296,0,0
B2848,individual,medium,,,,0
B2849,individual,low,,,,0
B2850,business,low,,,,0
B2851,individual,high,,,,0
B2852,individual,high,,,,0
B2853,business,low,,,,0
B2854,individual,medium,,,,0
B2855,individual,high,,,,0
B2856,business,low,,,,0
B2857,business,low,,,,0
B2858,individual,low,,,,0
B2859,business,medium,,,,0
B2860,individual,low,,,,0
B2861,individual,high,,,,0
B2862,individual,low,,,,0
B2863,individual,medium,,,,0
B2864,individual,low,,,,0
B2865,individual,low,,,,0
B2866,individual,high,,,,0
B2867,individual,medium,,,,0
B2868,individual,medium,,,,0
B2869,individual,medium,,,,0
B2870,individual,high,,,,0
B2871,business,low,,,,0
B2872,shell_company,high,Luxembourg,798,1,0
B2873,business,low,,,,0
